season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2014,Sacred Heart,1,"101.4
234","108.1
237",".3239
241","48.6
198","52.7
259","19.1
211","21
55","28.4
261","35.6
272","47.9
84","52.3
292","48.9
169","54
295","32
211","33.6
160","71.7
68","-3.5
312"
2013,UNC Greensboro,0,"101.7
132","109.8
314",".2933
241","46.7
203","55.5
329","19.1
102","19.6
231","35.5
91","24.7
17","34.7
182","60.6
344","46
199","52.5
285","31.8
206","40.9
328","76.6
4","-4.1
333"
2012,SMU,3,"95.4
232","102.8
237",".2972
241","48.1
185","48.6
167","22
194","21.4
170","30.2
235","35.3
246","45.4
71","32.1
88","47.2
175","44.8
104","32.8
189","37.3
261","59.1
344","-1.9
231"
2011,Denver,1,"95.2
239","103.0
221",".2877
241","50.6
110","51
239","25.6
317","22.4
109","23.7
326","29.9
106","43.2
97","66
344","45.4
217","46.4
154","39.6
41","42.6
327","60.3
343","-3.5
318"
2010,Tennessee Tech,3,"96.6
222","104.7
241",".2822
241","46.7
215","56.3
314","25
308","19.7
233","35.7
99","38.6
303","32.8
249","46.5
281","44.3
254","56.8
324","37
95","36.9
246","72.2
64","-1.4
179"
2009,Hampton,2,"89.5
297","96.5
123",".2981
241","42.9
303","46
96","23.3
232","24.7
64","35.4
110","43.6
339","35
193","32
94","46.8
189","46.8
145","22.6
338","30
82","67.2
227","-1.8
219"
2008,Tennessee St.,0,"105.9
87","115.0
336",".2792
241","53.7
75","65.1
341","21.6
139","20.6
244","31.7
207","32.1
136","30.3
259","45.1
282","53.2
68","69.6
341","36.4
124","38.3
262","71.3
103","-2.2
246"
2020,Boston University,2,"95.2
238","100.8
220",".3414
242","47.7
216","52
255","19.2
150","18.1
241","25.4
233","28.3
180","26.4
276","28.3
111","49
161","54.7
302","30.5
245","31.2
123","68.7
238","-2.5
249"
2019,Oakland,2,"112.0
39","120.1
351",".3092
242","52
142","58.6
342","13.9
8","18.1
210","27.7
199","39.2
346","37.1
121","29.1
86","49.3
208","58.5
332","37.2
76","39.4
316","66.3
337","-3.2
295"
2018,Navy,4,"95.4
287","102.2
167",".3111
242","46.5
280","53.9
260","22
284","22
67","30.1
144","26.1
91","35.7
161","32.3
132","45.5
273","52.6
243","32.5
239","37.2
244","70.3
207","-1.3
158"
2017,UTEP,1,"100.4
204","107.3
261",".3195
242","50
175","55.2
302","21.3
263","18.4
212","27
239","32.1
249","39.4
110","32
121","51.7
109","49.7
190","31
265","43.8
337","68.7
261","-1.9
218"
2016,Penn St.,3,"94.7
289","101.9
164",".3020
242","45.1
271","50.4
207","14.3
20","20.4
86","27.6
236","28.7
123","34.4
221","33.6
107","44.6
257","43.4
68","30.7
244","40.4
317","64.7
336","-1.4
196"
2015,McNeese St.,0,"98.1
201","106.0
272",".2909
242","37.7
346","58
335","18
85","19.5
203","28.3
247","42.2
341","23.8
338","34.5
122","36.9
338","62.2
349","26.2
315","32.4
141","68.4
109","-0.5
118"
2014,Bowling Green,1,"94.8
308","101.2
116",".3222
242","44.1
310","53.4
280","17.3
123","18.9
143","29
244","29.1
90","26.1
340","36.8
108","46.8
225","49.5
179","21.2
350","41.8
323","65.7
302","-2.2
238"
2013,Tennessee St.,1,"88.3
301","95.3
111",".2930
242","41
328","51.8
269","23.5
273","20.5
187","36.3
81","22.1
5","27.4
305","50
323","42.2
297","50.7
254","25.8
319","35.9
243","71
63","-2.9
281"
2012,Arkansas Little Rock,2,"90.7
291","98.0
158",".2930
242","40.9
322","48.2
163","20.3
126","21
189","26.3
299","31.2
133","37
160","55.6
333","40.7
308","43.7
77","27.8
294","37
248","68.2
153","-3
299"
2011,Central Arkansas,0,"103.9
106","112.6
328",".2850
242","54.1
39","61.5
345","22.3
222","25.7
34","29.6
248","36.4
270","23.4
341","38.8
174","52
60","63.3
344","38
65","38.9
287","70.3
112","-2.4
258"
2010,Sacred Heart,3,"99.5
182","107.9
291",".2815
242","52.2
84","53.2
276","23.3
262","18.7
270","31.1
223","30.7
104","22.6
341","39.7
203","45.9
214","50.6
239","42.9
24","40.7
306","72.3
61","-1.7
211"
2009,Fresno St.,1,"99.4
167","107.2
287",".2965
242","49.1
153","51
232","22.3
193","19.1
260","32.6
177","39.9
316","30.1
273","31.9
92","49.7
105","45.5
110","32.1
214","43.1
328","73
40","-1.6
199"
2008,Lipscomb,3,"92.5
265","100.6
175",".2761
242","47.9
206","48.5
140","24.5
248","21.6
199","33.9
155","29.2
59","42.7
64","40.8
233","43.1
286","45
99","37.8
92","36.6
221","69.5
153","-3.7
318"
2020,Milwaukee,3,"92.1
282","97.6
154",".3385
243","45.9
262","48.7
164","18.6
115","23.2
40","29.8
124","24.4
60","41.5
30","54.9
349","44.8
279","47.9
152","31.9
192","33.3
187","71.8
104","-2.5
246"
2019,Middle Tennessee,1,"91.3
320","97.9
102",".3091
243","42.2
336","53
251","25.9
348","20.2
126","29.8
143","32.6
278","36.7
128","37.4
237","43.9
312","51.5
204","24.6
342","36.7
268","74.1
60","-1.8
202"
2018,Brown,3,"98.1
241","105.2
219",".3088
243","48.7
227","54.9
282","22.4
293","19.7
141","30
147","23.8
38","48.7
13","34.9
179","50.5
153","56.3
305","30.5
278","35.1
185","74.4
51","-2
218"
2017,Weber St.,1,"95.4
281","102.0
174",".3183
243","51.4
129","49.6
162","20.5
231","19.6
158","20.4
330","28.8
144","38.9
120","28.1
56","51.3
118","47.2
130","34.3
175","38
280","67
311","-3
286"
2016,South Alabama,1,"96.1
273","103.4
194",".2998
243","45.5
266","55.9
313","18.1
159","19.2
137","30.2
169","24.2
38","37.7
174","43.1
243","46.8
215","59.3
340","28.6
285","32.6
135","74
46","-2.3
269"
2015,Austin Peay,1,"93.9
260","101.4
202",".2902
243","47.6
178","55.9
319","21.5
239","22.2
83","28.3
247","27.3
66","35.9
207","42.5
246","46.2
196","56.6
328","34.5
145","36.5
252","69.3
82","-3.3
318"
2014,College of Charleston,2,"102.6
216","109.5
261",".3199
243","47.2
231","51.2
217","20
251","14.6
324","36.3
68","31.4
157","27.7
334","35
86","46.7
227","49.1
168","32.1
210","38
278","62.7
341","-2.5
254"
2013,Wake Forest,3,"98.5
170","106.4
291",".2922
243","49.7
130","51.4
256","22.4
235","17.3
298","33.7
129","34
214","54.3
7","34.8
147","51.1
75","50.6
252","30.7
230","35.3
225","69.7
101","-1.8
197"
2012,Howard,1,"93.1
265","100.7
201",".2905
243","44.5
266","50.7
228","24.7
290","21.6
158","35.4
99","27.3
40","47.3
50","58.4
337","41.3
303","49.7
220","36.1
107","35.1
195","65
274","-2.6
278"
2011,Pepperdine,2,"105.2
84","114.0
332",".2843
243","50
128","55.6
322","18.4
62","17.1
313","35.2
103","32.4
170","39.6
163","40.1
194","46.6
196","52.1
278","39.1
51","42.1
323","66
264","-3.3
310"
2010,Northwestern St.,2,"91.2
289","99.0
151",".2809
243","54.2
46","46.9
126","26
319","21.1
170","28.4
276","31
109","53.5
19","52.9
319","48.4
153","48.8
199","44.9
14","28.4
59","77.1
4","-1.2
165"
2009,SMU,2,"90.4
290","97.5
139",".2945
243","47.7
191","46.5
109","25.8
298","25.8
41","35.5
107","37.4
283","33.3
221","35.8
161","46
206","42.9
65","34.7
142","35
212","66.8
238","-2
241"
2008,St. Francis NY,3,"86.5
314","94.0
96",".2757
243","45.2
275","47
103","25.2
265","23.6
118","31.4
212","30.5
94","38.2
130","29.2
82","43.8
274","48.6
176","31.9
239","28.8
53","71.9
81","-2.3
258"
2020,"North Dakota
vs. 257 Fort Wayne",2,"98.4
192","104.3
272",".3367
244","47.5
219","50.3
218","22.2
288","16.7
304","28
173","32.8
300","29.8
211","30.4
150","49.8
137","48.7
173","29.3
280","35.9
263","71
140","-1.7
179"
2019,Texas A&M Corpus Chris,1,"96.9
254","104.0
214",".3086
244","47.1
262","44.2
30","21
262","18.4
198","31.9
91","29.7
209","25.9
308","34.6
191","47.8
241","46
70","30.4
271","27.7
23","65.6
342","-2.3
240"
2018,North Carolina A&T,3,"99.8
219","107.1
247",".3072
244","52.6
114","51.4
200","19.1
169","17.5
256","20.4
331","26.8
111","37.2
124","36.7
207","58.2
25","56.3
305","28.8
307","27.1
22","73.6
74","-1
135"
2017,Florida Atlantic,1,"98.1
240","104.9
222",".3167
244","47.6
243","48.4
126","19.6
193","20.4
110","33.9
77","30.9
206","35.3
179","35.8
190","42.2
316","44.5
75","38.1
75","39.5
303","70.5
185","-3.4
311"
2016,"Florida Gulf Coast
16 seed, R64",2,"96.5
264","103.9
199",".2998
244","47
229","44.7
55","16.6
92","15
311","28.2
220","32.7
241","33.7
238","39.8
196","46.3
224","48.5
173","32.5
204","24.5
10","69.6
198","-1.8
216"
2015,St. Francis NY,1,"92.7
275","100.5
182",".2832
244","43.1
295","50.6
232","24.1
312","20
170","35.9
76","29.5
118","36.3
200","39
204","43.3
271","49.4
219","28.4
283","36.1
246","71
38","-3.4
326"
2014,Lipscomb,2,"99.8
255","106.8
217",".3129
244","48.3
204","52.9
265","18.6
188","16
281","26.1
305","29.3
98","51.7
46","52.6
294","48.7
176","56.4
326","31.9
215","32.2
126","72.2
59","-2.1
229"
2013,Eastern Washington,2,"99.5
155","107.6
304",".2904
244","48.6
156","52.5
285","19.8
127","15.5
330","32.8
143","33.3
196","36.2
162","36.5
176","43.6
263","52.6
287","36.6
82","34.7
209","73.7
22","-2.9
283"
2012,Evansville,2,"99.3
176","107.4
299",".2904
244","51.2
91","54.4
303","22.1
202","23.8
74","26
306","36.4
273","56.3
6","44
265","47
185","50.4
241","41.8
28","40.7
312","70.8
66","-1.1
161"
2011,UC Davis,2,"91.5
283","99.4
173",".2783
244","48.1
185","48.1
162","22.8
245","19.9
213","26.2
300","31.4
145","32.6
265","46.6
270","47.4
178","48
195","32.8
194","32.3
143","66.8
234","-3
294"
2010,Central Michigan,1,"95.5
236","103.7
221",".2792
244","42.9
302","48.7
168","23.7
274","23.4
83","38.3
48","29.1
69","32.8
249","56.5
332","33.5
345","41.5
42","40.2
48","39.8
299","63.3
324","-2.5
273"
2009,Loyola MD,2,"96.8
210","104.5
264",".2929
244","44.5
272","49.6
192","20.8
141","19.1
260","31.1
215","39.1
308","31.7
253","43
247","40.5
315","44.4
91","34.5
149","42.9
326","66.6
243","-2.8
294"
2008,Tulsa,2,"99.7
173","108.5
301",".2749
244","52.8
95","50
179","27.1
312","20.7
238","35
129","29
53","48.2
22","37.9
200","48.5
168","47.6
155","40.6
46","36.4
214","70.4
124","-1.4
177"
2020,Merrimack,4,"92.4
279","98.0
161",".3359
245","44.4
300","50.9
226","17.9
88","24.1
28","22.9
302","32.2
290","24.1
307","40.8
306","47.4
208","53.9
289","27.2
313","29.7
81","65.1
335","-1.8
185"
2019,Richmond,2,"103.9
152","111.5
307",".3081
245","56.3
27","56.2
313","16.2
50","18.1
210","16.1
353","26.5
100","28.4
274","30.9
122","60.9
4","56.8
313","32.9
193","36.8
272","68.3
281","-4
331"
2018,South Florida,4,"94.5
299","101.4
154",".3071
245","47.1
263","45.6
47","21
254","16.8
285","28.4
201","29.7
194","36.2
145","32.3
132","44.8
286","48.2
132","34.5
190","27.6
25","65
344","-3
290"
2017,Denver,2,"103.8
136","111.1
308",".3129
245","55
34","51.6
219","22.6
305","14
343","30.8
146","25.1
45","33.6
206","41.9
262","52.6
80","52.5
252","39.7
34","33.3
141","70.1
199","-3.1
296"
2016,Idaho,3,"88.9
333","95.7
64",".2990
245","44.5
284","44.4
53","25.6
347","19.8
105","28.6
215","27.5
94","59.3
2","45.5
269","43.6
273","46.1
115","30.6
248","28
36","69.3
211","-2
235"
2015,Northern Kentucky,2,"96.5
223","104.6
249",".2831
245","46.3
226","54.4
303","17.7
73","17.7
269","23
328","27
59","28.5
296","43.3
249","47.3
178","53.5
294","29.7
257","37.1
269","64.7
249","-1.2
170"
2014,Coppin St.,1,"106.4
154","114.0
306",".3107
245","43.4
320","57.1
324","14.7
29","13.6
343","23.5
327","36.4
284","46
112","38.5
131","42.4
316","58.3
338","29.8
275","36.9
254","70.2
120","-1
155"
2013,Nevada,4,"102.4
121","110.8
323",".2872
245","49.4
136","52.3
277","17.3
46","19.8
219","29.8
226","36.6
279","47.3
35","48.1
311","49.2
112","48.4
200","33.1
171","40.8
327","68.2
145","-2.2
232"
2012,Arkansas St.,2,"85.2
322","92.2
60",".2896
245","44
281","45.5
88","27.3
330","22
132","32
186","33.9
209","41.4
110","27.7
35","39.6
319","40.8
34","38.6
60","38.7
291","66.1
234","-1.9
229"
2011,Mercer,1,"95.3
238","103.7
235",".2753
245","43.1
295","52.2
265","20.3
121","24.3
61","28.1
272","34.4
222","39.8
160","62.6
339","44.8
229","54.6
312","26.8
310","32.1
134","70.6
97","-3.1
299"
2010,Centenary,2,"92.2
281","100.2
180",".2788
245","46
237","49.8
194","19.6
101","25
37","26.9
303","40.3
323","46.7
49","56.5
332","47
185","54.3
303","29.7
265","23.6
8","76
12","-1.2
167"
2009,Liberty,2,"104.1
91","112.4
326",".2926
245","49.4
144","53.7
293","16.1
13","22.6
128","22.4
331","40.5
322","42
92","26.2
31","55.4
23","52.2
279","28.6
281","36.8
240","67.3
219","-0.4
101"
2008,Southeast Missouri St.,3,"100.5
163","109.7
311",".2694
245","52.3
107","50
179","25.4
272","19.7
271","36
104","38.2
281","38.2
130","41.1
239","49.2
151","49.6
196","39.1
71","33.8
150","74.9
30","-1.4
182"
2020,Bucknell,3,"100.6
142","107.0
297",".3309
246","48.9
172","53.8
293","20.1
200","16.1
317","27.9
175","30.2
244","28
246","33.9
224","47.2
215","54.7
302","34.1
128","34.7
227","72.4
85","-3.3
305"
2019,Siena,2,"108.4
86","116.5
340",".3033
246","53.2
98","58.2
339","15.3
21","15.3
327","30
137","30.9
235","24.9
319","25.5
29","57.9
23","54.2
270","32.3
210","43
347","61.8
353","-3.5
310"
2018,Harvard,2,"96.7
265","104.0
194",".3009
246","48
247","53.1
241","20.4
234","19.4
158","22.6
310","25.6
77","32.7
213","43.9
296","52.6
96","51.8
227","27.6
326","37
239","72
128","-3.2
298"
2017,Drake,0,"97.7
247","104.6
213",".3126
246","50.6
157","55.6
304","24.8
342","22.5
42","32.2
113","34
294","34.2
196","24.5
23","50.9
126","56.1
312","33.3
205","36.6
231","65.3
336","-4.1
332"
2016,Drexel,0,"103.9
159","111.9
308",".2978
246","47.1
227","51.7
240","16.9
105","16.4
265","31.7
135","31.4
207","49.8
29","55.4
342","47.6
192","51
231","30.5
250","35.8
219","67.7
278","-3.8
338"
2015,"UAB
14 seed, R32",1,"90.6
305","98.2
141",".2824
246","42.9
298","49
200","22.6
274","22.6
70","28.1
256","38.4
316","37
192","36.6
163","43.8
259","49.8
230","27.6
298","31.3
118","68.8
97","-2.9
299"
2014,Portland St.,3,"97.4
281","104.5
170",".3066
246","47.3
226","50.9
206","18.4
176","21.1
49","31.2
182","32.1
180","36.1
260","38.6
134","44.1
294","52.8
270","36.7
98","31.5
103","66.6
273","-0.8
131"
2013,Nicholls St.,1,"102.7
117","111.5
325",".2792
246","52.9
47","55.2
323","22.8
248","21.9
132","27.7
270","35.5
258","42.6
76","45.7
290","52.9
44","47.5
175","35.3
107","50
346","69.6
106","-0.8
120"
2012,Bradley,3,"92.4
270","99.9
185",".2891
246","47.2
210","47.9
158","20.9
151","19.6
245","29.4
250","32.3
161","39.4
133","26.6
28","49.6
109","46.2
131","26.3
315","33.8
169","69.5
108","-1.7
215"
2011,Stony Brook,2,"83.3
335","90.7
54",".2738
246","34
345","40.6
11","21.2
166","22
127","37.3
67","35.6
247","37.8
197","30.3
65","31.9
344","40.3
21","25.6
323","27.5
38","67.8
190","-1
152"
2010,Idaho St.,1,"103.5
133","112.8
327",".2704
246","44.6
272","56.3
314","21.9
208","16.6
324","35.1
122","41.3
330","26.4
321","31.8
88","45.3
230","53.4
290","27.5
301","41.2
312","63.9
315","-1.5
193"
2009,Texas Southern,0,"96.4
215","104.2
260",".2907
246","47.5
199","50.3
212","25.2
289","22
146","37
74","45
341","32
247","48.2
300","47.5
168","50.9
250","31.6
225","32.8
152","69.2
141","-3.6
323"
2008,Arkansas St.,2,"94.5
239","103.1
232",".2683
246","47.6
213","55.7
296","19.7
68","24.4
95","29.4
269","34.3
194","26.8
304","30.6
89","44.6
255","54.9
293","36.2
131","38
256","69.3
160","-2.2
242"
2020,Houston Baptist,0,"100.5
145","107.0
296",".3283
247","43.8
306","57.5
333","20.7
229","16.8
298","27.9
175","37.9
349","28.8
232","36.8
264","39
344","56.1
321","34.6
110","40.4
333","82.9
1","-2
206"
2019,Little Rock,2,"95.5
284","102.7
193",".3029
247","53
106","52.9
247","21.5
279","17.6
242","24.5
282","19.9
3","38.4
96","36.2
220","56.2
44","53.2
244","31.1
252","35
226","75.3
28","-2.6
261"
2018,Drexel,2,"94.8
295","102.1
165",".2971
247","45.7
301","49.7
144","19.2
172","16.1
307","28
210","25.9
84","42.5
50","36.9
209","47.8
222","49.4
162","28.6
312","33.6
146","71.3
164","-2.8
274"
2017,Quinnipiac,1,"104.1
134","111.6
313",".3103
247","46.5
272","54.8
292","17.9
106","18.2
220","30.3
157","30.5
194","29.9
278","43.2
278","42.1
320","59.4
338","36.6
108","29.8
56","75.8
26","-2.2
242"
2016,Wright St.,1,"92.9
310","100.5
126",".2886
247","46.1
249","52.3
251","17.5
133","18.1
186","15.6
349","23
25","26.8
329","57.6
346","34.1
349","53.7
293","44.1
10","32.9
142","66.7
306","-2.4
277"
2015,Northern Illinois,2,"91.0
300","98.8
158",".2800
247","41.2
319","48.2
171","23.5
300","23.5
42","42.9
5","35
273","45.1
65","25.1
23","39.6
320","52.4
279","29.3
266","27.4
39","63.9
279","-0.1
85"
2014,Western Carolina,3,"102.2
221","109.8
266",".3064
247","46.2
266","51.5
226","18.7
195","18.5
164","36
73","36
278","40
204","61.6
337","43.9
297","51.3
233","34
158","34.6
200","70.1
125","-3
283"
2013,Marist,2,"85.5
326","93.1
82",".2725
247","43.1
292","44.1
65","23.6
279","17
306","25.2
317","29.7
107","29.3
281","28.8
60","38.9
331","44
92","33.1
171","29.6
75","68.2
145","-2.7
265"
2012,IUPUI,1,"100.2
155","108.6
306",".2823
247","43.8
283","47.9
158","18
54","19.3
255","32.2
179","39.2
316","32
248","38.1
180","45.2
227","51.2
251","27.5
299","25.8
22","67.2
192","-3.2
306"
2011,Central Connecticut,4,"98.2
198","107.0
288",".2718
247","49.4
146","49.5
190","23.3
259","19.9
213","34.1
127","38.3
300","39.3
170","27.9
34","51.5
70","47.7
188","30.6
253","35.7
220","68.5
172","-0.7
126"
2010,Brown,3,"103.9
129","113.4
329",".2678
247","53.4
55","49
176","22.4
224","13.7
346","26.9
303","36
245","32.3
257","25.1
19","53.3
44","50.3
231","35.7
118","30.5
94","67.9
208","-2
240"
2009,UC Riverside,3,"90.2
293","97.6
146",".2875
247","44.2
281","52.3
266","24.4
258","26.5
27","45.4
4","27.3
30","30.4
269","39.7
206","44.8
237","54.2
310","28.3
284","32.1
135","60.7
337","-0.6
118"
2008,Northwestern,0,"94.8
234","103.9
245",".2585
247","48.6
191","55.4
290","16.9
19","21.2
216","16.5
339","39.1
300","24.8
320","28.1
63","43.6
278","48.4
171","36
135","43.2
317","64.4
298","-2.4
261"
2020,Drexel,3,"97.4
208","104.0
267",".3199
248","51.9
85","50.1
212","25.6
343","16.8
298","28.9
153","24.9
71","32.6
166","27.3
92","49.6
143","52.1
258","36.8
65","29.9
84","71.3
127","-2.1
215"
2019,"Fairleigh Dickinson
16 seed, R64",1,"102.0
190","109.7
295",".3017
248","51.3
167","57.3
326","22.9
322","18.9
178","31.2
108","28.5
165","23.4
330","30.8
120","46
276","56.7
310","39.4
46","39
311","68.9
260","-1.7
194"
2018,Campbell,2,"104.7
133","112.8
314",".2970
248","57.8
22","52.2
220","18.4
133","17.3
261","19.8
339","30.5
216","38.2
106","30
96","52.5
100","48.3
135","44
11","40.5
315","71.4
156","-2.9
281"
2017,Southern,1,"103.2
153","110.8
304",".3062
248","46.2
280","48.6
130","20.4
223","17.6
250","36.3
36","34.8
310","32
236","44.5
292","44.5
285","50
198","33.8
195","30.1
66","72.4
100","-1.9
212"
2016,McNeese St.,0,"96.8
259","104.8
217",".2867
248","45
275","51.9
243","17.1
113","17.4
222","25.5
274","35.1
288","27.3
326","46.6
280","45.6
235","48.7
180","29.2
276","38.8
290","72.2
96","-2.2
260"
2015,Sacramento St.,1,"105.0
96","114.0
336",".2800
248","49.5
127","57
327","22.9
285","15.7
326","23.8
322","40.3
330","27.5
315","38.5
192","45.9
200","59.5
341","41.7
26","35.4
228","69.4
78","0.1
70"
2014,Radford,3,"99.2
261","106.7
213",".3014
248","47.4
224","49.1
162","17.6
132","18.4
171","28.3
264","31.1
147","46.5
105","47.5
251","46.4
236","46.2
103","33
183","37.3
262","70.6
108","-0.9
144"
2013,Saint Peter's,3,"90.2
284","98.2
163",".2721
248","47.2
192","46.3
118","18
60","22.5
108","28.6
251","31.6
151","25.9
324","40.4
233","45.1
231","46.2
148","35.6
102","31
103","64.5
258","-1.9
214"
2012,Youngstown St.,3,"96.5
217","104.8
272",".2785
248","44.2
276","51.6
254","17.2
31","22.9
94","35.7
94","32.8
178","35.3
197","29.8
57","37.1
338","46.6
148","38.3
69","41.8
323","66.1
234","-0.4
101"
2011,St. Francis NY,1,"94.8
243","103.3
226",".2710
248","47.1
211","53.7
290","22.4
230","22.8
100","30.5
227","31.9
159","39.4
169","50.8
301","45.4
217","54.4
307","33.3
178","34.8
197","67.1
217","-1.8
232"
2010,Lafayette,4,"107.5
72","117.5
341",".2640
248","55.8
25","55.9
309","20.6
144","20.4
202","33.2
174","35.3
227","34.9
215","24.9
17","54.4
30","50.2
228","38.6
70","45.4
337","66.9
248","-2
238"
2009,Lafayette,2,"92.8
260","100.4
198",".2871
248","49.6
139","48.9
167","24.4
258","21.5
170","26.6
304","31
117","36.8
166","39
201","50.8
82","52.2
279","32
218","27.8
42","76.4
8","-3.1
312"
2008,Tennessee Martin,1,"91.4
276","100.4
169",".2527
248","41.7
321","50.1
184","17.9
33","21.7
193","29.5
268","36.8
256","24.9
318","28.9
74","39.4
320","51.8
242","29.6
279","31.4
93","77.1
12","-2.2
240"
2020,Norfolk St.,0,"93.3
266","99.8
202",".3179
249","45.1
289","49.1
179","26.4
348","17.6
264","31.3
93","29
209","32.9
155","38.3
282","46.7
231","52.5
265","28.4
296","28.9
67","68.1
263","-2.5
242"
2019,"Iona
16 seed, R64",2,"101.4
198","109.2
285",".3003
249","51
174","55.2
292","19.8
199","23.3
28","25.1
267","34.1
306","44.5
30","36.7
224","53.9
91","52.2
223","31.6
236","40.3
329","75.3
28","-2.7
265"
2018,North Texas,2,"100.8
199","108.8
269",".2945
249","50.7
165","49.6
138","22
284","16.4
295","29
180","31.5
241","34.5
183","38.6
237","50
166","48.1
131","34.7
181","35
183","67.9
298","-2.2
243"
2017,St. Francis PA,2,"102.4
173","109.9
295",".3059
249","54.3
51","56.2
317","23
317","20.6
103","34.1
71","26.5
77","41.5
78","32.2
124","51.6
111","52
238","39.6
37","41.7
322","73.4
65","-2.2
240"
2016,New Hampshire,3,"104.1
150","113.3
321",".2728
249","52.3
96","56
314","17.3
121","14.9
314","24.1
297","19.6
8","38.5
160","27.6
34","50.9
109","56.3
323","36.3
114","37.1
252","69.3
211","-1
161"
2015,Princeton,2,"99.1
184","107.7
290",".2777
249","49.9
122","51.9
256","18.6
112","18
259","22.7
332","27.3
66","39
156","39
204","47.5
174","43.5
84","35.4
117","46.9
346","63.4
292","-3.8
334"
2014,East Tennessee St.,3,"98.1
271","105.7
195",".2981
249","50.4
140","47
96","20.3
261","19.2
122","24.7
315","36
278","57.4
22","48.6
264","50.4
129","50.7
215","33.6
171","26.9
28","71.3
80","-3.8
320"
2013,Wofford,2,"86.0
321","93.9
92",".2670
249","42.6
300","47.3
149","22.4
235","23.7
74","26
302","28.8
80","26.6
317","46.9
297","38
339","48.9
217","32.5
189","29
69","65.7
225","-3
287"
2012,Wright St.,1,"88.6
304","96.5
127",".2729
249","42.9
304","52.4
269","22.6
228","24.7
49","23.6
326","30.8
125","33.6
224","55.6
333","38.2
330","53.8
303","33.3
168","33.3
155","66.3
224","-2
239"
2011,Louisiana Lafayette,0,"90.4
297","98.8
161",".2624
249","42.4
302","49.5
190","19.4
91","20.1
202","28
275","29.5
96","35.9
218","44.6
250","38.2
324","44
94","34.7
142","39.5
295","71.1
85","-3
297"
2010,"Lehigh
16 seed, R64",3,"94.3
256","103.4
218",".2586
249","47.8
191","49
176","19.9
115","19.9
225","26.6
309","28.4
55","35.5
206","33.2
105","41.8
301","44.2
95","40.2
48","38.1
271","72.5
56","-2
235"
2009,Holy Cross,2,"86.9
317","94.3
89",".2825
249","42.2
309","47.2
129","26.8
313","24.8
59","41.8
15","29
66","28.2
293","55.7
336","45.3
222","46.9
149","22.7
337","31.8
125","67
233","-3.1
309"
2008,Chicago St.,1,"96.0
222","105.7
272",".2484
249","46.4
242","53.1
253","24.8
255","19.4
282","32.3
196","39.2
301","27.6
298","43.4
264","43.5
282","51.7
241","35
162","37.5
244","74.2
38","-3.1
291"
2020,Northern Arizona,1,"101.5
125","108.6
314",".3146
250","43.6
311","59.5
345","18.4
105","15.5
329","29.1
147","30.4
249","47.3
5","36.9
265","36.5
349","55.3
310","38.9
31","45.7
350","66.7
304","-0.1
78"
2019,Nicholls St.,3,"95.8
280","103.1
199",".2988
250","46.4
277","51.7
215","17.1
84","19.1
171","22.3
321","33.5
297","20.9
346","40.6
279","43.4
319","56
301","33.3
176","29.6
59","71.4
146","-1.5
180"
2018,Tennessee St.,2,"91.6
324","98.9
114",".2944
250","46.6
277","60.2
344","18.7
146","27.8
3","20.1
334","25.2
59","36.7
135","27.5
58","41.3
330","60.9
348","35.9
141","39.6
298","68.9
263","-0.7
109"
2017,LIU Brooklyn,5,"102.0
180","109.5
290",".3055
250","49.6
191","51.1
204","20.9
245","20.7
96","37.3
25","31.1
214","43.3
53","43.1
276","45.4
269","46.8
124","38.9
50","38.7
287","67.5
301","-0.4
94"
2016,Brown,1,"99.5
220","108.4
270",".2722
250","48.6
186","51.4
236","16.6
92","15.7
293","21.3
332","27.3
91","25.9
338","47.8
290","48.4
161","52.2
260","32.6
200","33.3
148","74.6
33","-3.3
323"
2015,Marist,1,"91.0
299","99.0
162",".2744
250","46.5
221","45.7
101","20.9
213","18.2
254","17.5
350","34
251","32.9
247","33.9
115","45.7
207","47.3
163","31.6
211","28.1
51","65.1
237","-3.3
317"
2014,Northern Illinois,1,"95.5
298","103.2
144",".2914
250","41
339","47.1
101","19.1
211","18.4
171","33.5
129","29
88","50.2
57","52.2
291","45.5
263","52.2
256","20.9
351","27.4
33","64.8
321","-3.1
288"
2013,Towson,2,"95.0
227","103.7
258",".2655
250","46.2
214","46.6
128","23.3
265","18.2
272","42.9
8","33.5
203","51.3
13","41.8
251","46.5
185","45.6
124","30.3
242","32.6
148","66.3
205","-1.9
215"
2012,Coppin St.,0,"103.2
105","112.4
328",".2721
250","48
186","54.2
299","17.7
49","16.3
326","25
315","48.7
344","29.1
285","27.9
39","46.2
200","54.2
308","33.3
168","36.1
223","68.5
138","-1.7
207"
2011,Charleston Southern,2,"98.1
200","107.4
291",".2624
250","49.1
156","51.8
256","21.9
197","24.2
63","35.1
104","37.2
287","28.5
308","43.5
238","47.6
173","55.5
321","34.8
139","28.4
54","66.9
231","-2.5
265"
2010,Portland St.,1,"104.7
109","114.9
336",".2567
250","54.8
36","58.1
328","23.9
279","17.6
303","26.5
313","43.1
338","26.3
324","35.9
148","52.1
72","56.8
324","39.6
56","40.9
309","68.3
195","-2.2
257"
